time: 2000000000
337 15 8998826 1115 53 5 2
337 16 8983766 6106 1426 718 589 351 212 163 168 140 133 145 133 170 148 114 82 115 136 137 90 85 102 70 76 82 91 107 172 148 148 172 94 66 70 46 66 84 103 76 62 60 110 104 84 86 109 132 169 125 115 165 116 103 111 124 181 137 121 111 169 75 40 26 24 17 49 42 45 45 56 78 50 47 11 2
337 17 8995161 4377 437 26
337 18 8993996 5086 822 87 6 4
337 19 8996080 3535 356 28 2
337 20 8991368 7630 920 74 9
338 1 8984189 5727 1437 449 288 286 202 160 200 199 179 210 200 274 180 44 45 39 60 63 56 50 59 45 48 41 48 51 43 36 45 63 92 55 21 5 20 13 14 18 15 14 10 15 17 17 11 8 21 17 9 13 15 16 21 16 9 13 26 17 12 11 12 19 15 23 24 9 9 38 15 14 22 34 47 25 29 24 50 51 26 15 34 46 51 68 30 35 55 74 80 47 20 3 3 5 4 4 5 9 6 10 5 9 7 3 7 7 13 6 12 6 7 6 6 5 8 4 5 5 2 10 18 11 5 9 6 4 5 2 3 6 16 5 9 4 10 4 15 6 7 10 1 3 5 4 9 8 10 8 14 5 9 2 6 2 11 4 10 2 11 2 14 7 5 4 7 8 7 9 3 8 10 13 9 9 6 1 7 7 5 8 3 10 10 8 6 5 2 3 6 4 8 3 6 4 5 5 6 5 5 1 8 5 6 10 8 4 7 5 5 5 2 6 2 5 6 10 3 5 7 8 2 11 0 7 3 7 8 12 8 7 2 5 7 7 5 6 3 9 5 8 4 5 5 3 7 1 8 6 7 10 8 10 4 7 5 4 4 7 6 6 7 7 6 6 7 7 8 2 11 14 15 10 5 4 7 6 4 10 5 9 4 3 7 5 7 8 6 15 10 7 6 3 6 6 7 9 8 7 5 11 4 7 8 3 4 14 7 11 8 7 8 4 7 10 3 8 8 6 5 5 6 3 5 3 8 20 14 8 8 13 9 7 3 12 8 3 8 6 6 10 3 20 18 7 8 5 11 4 10 5 9 6 16 25 24 8 12 17 7 13 3 3 6 7 12 15 15 17 8 17 5 23 15 14 5 12 7 8 7 13 19 15 8 20 16 26 16 12 6 4 10 9 15 18 16 14 16 17 10 17 9 11 22 30 18 13 11 9 8 7 4 13 25 22 27 22 12 0 6 11 13 16 38 21 20 17 15 16 15 16 32 42 40 47 34 96 106 89 34 14
338 2 8994210 3091 254 37 18 14 14 17 25 17 16 7 8 5 5 4 4 11 7 6 13 7 6 9 10 11 5 8 4 16 3 7 7 3 6 10 9 8 4 6 11 7 9 9 6 7 5 13 5 7 9 6 13 11 4 7 11 7 5 11 9 7 3 10 5 4 12 10 11 11 7 7 11 13 6 10 5 5 9 1 8 8 10 4 8 13 9 9 6 7 11 10 5 6 2 9 13 10 5 8 9 5 12 5 8 13 5 5 7 8 13 8 12 7 4 16 7 6 8 10 10 12 14 7 8 5 9 7 11 11 6 11 9 10 10 7 6 13 9 9 9 1 6 16 9 9 12 13 17 16 15 7 22 11 13 22 16 14 22 27 15 34 39 17 24 71 70 51 47 25 2 4 3 1 7 9 4 2 7 4 8 4 7 9 7 6 5 11 4 5 8 6 6 7 4 5 4 4 3 9 12 9 2 6 5 6 5 9 4 6 6 9 8 6 6 8 6 5 9 5 7 4 8 8 11 3 11 7 9 5 9 7 7 3 9 8 6 9 5 5 7 3 13 10 9 3 5 4 6 8 9 10 5 5 10 6 13 10 3
338 3 8985259 5901 1220 258 154 167 143 153 153 194 178 140 190 188 226 169 82 72 57 104 87 103 117 151 125 110 93 99 99 81 69 113 99 53 29 17 19 16 25 27 22 50 40 74 76 76 36 10 19 21 14 21 12 5 10 22 18 14 16 16 20 19 9 10 14 15 12 20 21 16 20 19 17 11 11 14 10 15 12 13 21 22 17 17 17 12 15 14 11 10 4 10 13 16 12 15 11 11 10 10 17 16 12 10 8 11 8 13 11 11 20 14 13 10 12 11 11 9 13 13 14 10 8 7 12 22 10 12 21 14 10 14 14 4 6 14 8 14 17 11 5 9 4 9 6 15 15 6 7 8 9 10 7 3 8 4 9 3 9 16 17 7 9 5 14 11 5 14 12 7 3 8 6 6 8 7 15 8 8 9 14 4 13 7 8 11 9 8 12 4 9 6 8 3 15 10 8 11 6 9 8 9 18 12 10 5 4 8 14 15 2 9 14 14 10 6 11 8 14 18 18 9 8 12 28 9 6 10 17 11 15 24 13 12 15 24 14 12 12 20 32 35 21 24 47 38 26 34 36 28 37 31 40 27 23 55 72 101 78 30 9
338 4 8987644 4033 1045 424 279 270 197 196 248 246 270 321 250 229 225 182 207 202 216 137 157 186 187 220 201 106 91 60 64 50 26 22 47 44 59 29 22 40 48 43 52 64 41 49 64 36 5 14 32 23 11 9 17 8 12 35 33 18 21 18 12 27 21 22 27 5 16 26 46 4 9 36 45 31 23 19 59 51 55 52 59 57 86 74 47 7
338 5 8994688 3152 685 237 39 13 14 18 10 7 9 14 20 39 17 12 19 19 37 80 73 12 12 7 14 15 18 10 14 8 6 7 18 3 5 2 8 18 17 8 9 20 7 6 26 9 6 14 11 12 26 10 3 15 13 12 18 6 18 8 23 8 21 10 27 22 20 15 6 20 23 8 5 7 34 32 35 21 10 1
338 6 8997228 2365 361 47
338 7 8970557 5127 2830 2367 1860 1568 1270 1076 856 785 732 662 566 544 489 400 346 370 403 394 333 344 306 306 322 307 335 309 316 245 193 175 159 144 130 131 139 122 136 133 103 108 75 80 52 58 53 62 64 39 34 33 49 41 62 84 73 66 56 47 37 35 35 26 20 12 11 7 15 15 16 9 14 14 10 7 5 5 9 2 2 3 3 3 2 4 5 4 4 4 2 9 6 3 5 6 3 5 8 5 6 5 8 5 3 7 13 7 3 3 4 1 2 3 5 8 10 7 6 5 5 3 0 3 8 8 11 7 19 10 16 13 4 3 2 1 4 7 5 0 6 4 5 4 7 8 8 11 18 13 15 9 9 13 10 7 9 5 8 19 17 17 16 18 32 21 11 8 11 4 2
338 8 8984581 7618 1922 690 526 560 575 435 287 207 183 190 98 84 77 110 61 61 35 28 34 42 40 41 28 31 51 38 32 29 32 29 60 47 58 61 45 65 60 50 68 80 50 29 24 42 40 22 25 14 23 13 40 32 51 26 50 19 42 34 28 26 20 2
338 9 8989395 4450 1642 762 395 312 238 261 229 456 326 176 231 216 117 103 48 62 69 63 70 73 62 44 72 49 29 14 4 18 13 2
338 10 8991922 3742 1143 466 198 95 90 190 259 214 162 138 51 31 35 34 38 28 14 39 44 25 25 29 37 24 28 58 46 60 60 47 63 69 80 87 134 167 28 1
338 11 8996205 2058 211 211 165 178 122 116 76 37 85 90 81 80 77 92 69 43 5
338 12 8984835 5060 800 288 211 221 190 266 326 216 105 75 115 111 104 98 104 115 132 123 158 156 131 147 151 155 206 203 161 191 207 185 126 142 83 84 125 123 133 187 268 316 339 307 205 192 157 156 129 122 109 45 37 55 65 35 24 43 51 62 55 48 29 40 25 31 39 33 28 38 39 40 47 56 79 56 32 20
338 13 8995838 2635 347 55 15 15 8 4 8 7 7 10 10 1 7 10 5 7 9 7 11 8 7 9 7 3 12 10 9 5 15 15 11 5 6 9 8 9 17 12 12 10 5 11 15 10 9 12 19 6 9 12 3 19 13 19 26 28 25 27 14 19 20 17 15 19 44 24 43 71 18 43 60 70 26 14 1
338 14 8993205 4261 755 229 122 129 175 150 69 27 8 11 8 15 12 12 9 4 7 10 15 12 12 11 15 20 31 26 27 43 33 28 44 28 16 35 38 53 43 40 13 8 4 11 4 9 6 7 6 4 12 2 6 12 3 7 2 1 8 9 7 6 9 2 7 2 4 5 3 5 4 3 7 6 5 4
338 15 8994100 3153 309 119 77 115 115 141 186 167 56 17 14 11 14 8 20 9 22 26 12 11 15 16 20 10 12 16 20 21 21 14 32 32 35 20 21 32 26 28 21 13 10 20 19 11 25 31 28 26 8 22 23 27 31 27 27 30 32 56 39 27 46 45 39 54 32 43 43 48 5
338 16 8992738 4053 824 176 58 48 52 60 52 49 57 51 65 55 72 80 65 58 63 58 95 89 68 41 34 62 35 57 71 108 150 74 16 6 9 2 19 7 4 9 12 15 13 1 9 15 10 5 7 7 11 11 11 8 13 9 9 11 5 14 16 13 22 10 11 6 7 4 12 13 0 1
338 17 8996660 3111 219 11
338 18 8992122 6838 941 91 9
338 19 8991531 7048 1215 183 21 3
338 20 8988346 7835 1855 406 107 26 15 18 5 5 5 5 7 9 3 3 3 11 3 10 4 7 2 4 7 3 11 6 10 7 10 6 4 1 7 10 5 5 3 9 10 11 6 10 6 7 3 8 11 11 13 11 8 12 12 10 6 12 11 8 5 9 9 9 7 6 14 12 13 8 5 11 15 17 6 12 8 11 19 11 8 9 7 5 5 10 21 14 19 17 16 14 14 10 13 13 21 9 19 5 6 9 8 20 16 17 12 16 13 7 12 15 20 13 23 16 15 9 10 6 10 20 36 16 17 21 29 35 24 30 36 17 6 1
339 1 8988061 4165 893 465 312 274 306 384 390 300 228 254 195 116 108 150 111 130 145 134 180 215 248 281 252 130 84 60 61 60 97 118 94 53 15 7 13 6 8 7 6 6 13 12 5 4 5 12 15 16 14 2 11 8 10 27 26 8 6 4 8 9 10 10 12 7 9 7 10 7 3 8 10 4 3 9 14 20 32 16 19 26 30 44 17 23 39 73 92 65 26 18 1
339 2 8982760 5980 2226 968 694 565 418 331 367 420 390 312 219 216 177 163 151 200 200 196 230 194 193 115 88 108 68 28 38 45 47 48 31 50 44 46 22 46 86 42 36 32 33 51 92 74 104 170 125 99 80 83 69 40 25 36 47 41 23 63 79 61 15 1
339 3 8991538 4910 1052 329 104 53 55 34 62 57 74 105 157 127 80 34 30 25 28 22 25 22 35 65 70 57 66 68 93 66 22 24 16 59 29 33 81 132 106 47 9
339 4 8990052 3549 952 398 221 186 174 185 135 95 60 124 94 111 88 99 104 92 98 74 37 32 41 36 36 41 40 41 43 48 37 37 42 47 27 58 39 42 57 69 62 32 30 37 24 40 28 36 17 26 30 27 37 30 31 31 35 27 35 30 40 42 48 40 36 58 64 88 117 106 71 40 19 13 24 15 6 7 8 2 5 5 6 2 5 9 7 6 4 7 4 3 8 5 7 8 8 9 4 3 13 3 3 8 8 7 4 10 8 14 4 7 4 2 7 4 12 5 4 9 7 9 7 3 2 10 16 8 8 10 13 11 13 14 14 15 15 10 5 8 10 17 7 4 7 19 10 6 14 8 8 8 9 14 14 15 18 12 12 26 20 9 9 21 15 9 1
339 5 8992476 3787 471 61 21 20 20 31 13 12 27 33 14 10 20 16 18 21 16 16 14 21 28 20 23 20 17 16 26 32 10 15 32 25 9 19 14 35 19 23 33 32 44 43 42 37 27 69 181 172 108 35 11 5 5 2 2 5 4 4 4 0 4 4 6 4 5 1 2 5 5 8 3 1 3 4 4 3 1 1 5 5 2 4 6 3 5 4 0 3 2 6 4 4 2 2 6 5 3 3 2 3 8 4 5 3 3 2 4 2 4 2 5 6 5 2 1 3 2 2 3 6 7 4 1 3 5 3 3 5 7 2 4 4 2 4 2 6 3 2 5 5 4 5 2 1 3 3 5 5 4 4 2 1 5 4 5 1 7 4 9 3 3 5 5 0 5 8 2 5 4 2 3 4 4 3 4 4 7 2 1 2 3 5 6 3 7 4 2 4 8 2 6 7 3 1 5 2 5 2 3 2 6 9 4 1 3 6 5 2 6 3 2 2 4 3 2 7 12 9 0 3 4 1 3 8 5 3 5 3 1 4 5 9 2 7 2 4 7 7 2 6 7 1 2 4 5 6 4 6 5 3 6 4 2 3 4 7 6 0 5 4 7 6 4 8 9 3 8 5 1 5 8 7 3 5 4 10 4 11 6 0 5 9 8 12 10 3 9 1 5 3 6 16 8 15 14 11 3 8 11 6 3 14 8 3 20 14 7 2 4 9 12 22 15 17 13 9 13 11 12 15 13 12 15 15 25 18 9 20 18 23 27 42 50 39 2 4
339 6 8988418 3709 799 333 391 337 235 175 159 146 132 126 95 105 67 67 112 114 182 180 107 61 84 63 65 92 96 67 111 109 102 102 95 201 287 213 87 30 15 24 18 23 25 15 27 25 41 33 26 18 56 103 182 188 88 35 16 15 22 28 24 15 13 14 34 15 9 17 21 10 19 47 22 15 35 37 49 52 33 30 27 14 14 11 14 32 36 15 15 35 38 53 67 40 21 4 1 7 4 9 3 3 1 4 3 2 3 1 7 3 1 4 5 4 3 2 4 3 3 5 5 3 4 4 2 2 4 4 5 2 5 3 5 4 2 3 3 5 4 3 5 4 3 1 3 4
339 7 8986528 5770 1695 648 299 190 198 174 137 97 97 63 69 96 57 96 71 95 70 147 139 85 55 64 66 60 85 62 69 73 70 54 48 57 41 112 115 106 31 13 10 6 15 12 17 19 11 22 15 26 9 9 9 13 17 23 9 8 12 15 20 21 9 13 9 9 4 8 17 10 6 14 22 21 14 22 23 15 11 10 17 10 20 9 6 16 16 9 28 30 23 7 17 22 13 18 4 14 16 20 19 16 23 22 37 12 8 10 20 24 24 9 18 30 28 22 26 20 13 30 30 27 27 37 43 33 42 80 68 87 36 13 7 3 8 3 4 4 1 5 4 2 5 1 3 2 3 4 4 4 4 6 2 5 5 4 2 3 4 5 6 5 3 4 4 4 4 5 3 2 5 5 1 2 5 3 5 5 5 4 3 5
339 8 8978146 6531 1463 331 150 178 240 207 242 238 186 211 195 371 419 346 306 247 313 590 683 472 389 461 402 253 227 237 272 404 256 267 166 134 121 113 122 141 179 175 205 224 202 118 90 55 50 60 55 41 43 37 61 39 47 54 52 55 37 35 31 30 26 34 28 35 30 31 30 45 25 18 22 23 46 33 34 44 28 44 41 20 37 18 20 18 13 10 12 9 5 3 7 12 10 9 9 8 7 8 10 7 5 10 7 8 10 10 10 3 5 16 8 7 5 11 7 11 14 7 6 11 7 9 7 7 10 6 7 6 8 9 13 10 10 9 10 9 9 7 4 6 5 2 2 3 9 4 2 2 10 5 6 2 7 5 2 4 4 5 6 3 3 3 2 3 7 5 4 8 4 5 5 3 4 5 1 6 8 6 2 4 2 7 4 5 4 11 3 3 2 2 5 4 4 2 6 1 2 5 2 8 8 5 4 7 5 5 5 7 3 7 7 6 6 10 7 7 1 4 7 11 11 5 9 7 6 4 10 9 5 10 6 1 6 11 8 8 5 10 7 11 5 12 8 4 6 7 6 6 9 6 12 11 9 5 7 0 13 7 7 6 3 12 11 12 9 13 10 9 5 3 9 13 5 3 1
339 9 8995116 3817 749 211 52 19 24 13
339 10 8991147 3843 583 137 50 33 32 39 43 51 47 35 23 15 25 25 25 38 42 26 32 42 26 24 28 29 32 46 44 30 23 27 52 85 54 60 91 111 153 193 173 119 123 116 133 91 66 23 5 1 13 12 10 7 8 12 12 13 15 11 11 4 6 11 25 12 5 3 6 15 11 9 15 9 15 6 14 12 8 6 22 19 10 6 6 7 7 9 11 21 21 8 12 5 15 41 42 44 62 72 81 50 16 14 23 35 57 56 54 81 56 77 88 51 59 79 47 28 2
339 11 8962124 8114 2685 1227 1003 1022 889 600 478 423 446 451 361 342 229 244 209 218 228 231 268 268 262 287 229 182 160 168 141 132 159 195 152 152 132 134 174 163 218 208 212 223 279 281 224 173 117 116 101 86 90 80 98 103 105 87 90 97 85 81 85 117 101 105 169 260 264 160 97 81 75 99 90 95 71 63 65 62 87 119 75 63 57 90 83 63 71 83 81 119 116 120 124 160 148 125 147 129 263 304 216 94 50 51 49 53 67 75 77 68 83 73 85 102 90 94 127 127 161 116 60 39 45 40 46 36 31 51 34 40 30 10 8 10 7 11 8 7 9 6 8 10 12 10 9 8 11 9 7 4 9 4 12 5 11 5 8 10 9 12 13 12 5 8 7 11 8 7 8 7 3 12 9 14 5 11 9 11 8 7 9 8 8 4 6 1 5 3 4 6 4 5 5 4 7 2 7 2 8 2 6 3 6 7 2 2 5 5 4 3 7 6 3 4 6 6 3 5 4 7 4 6 3 3 3 6 3 6 5 6 4 6 3 5 7 4 4 4 6 3 4 6 2 5 5 5 4 5 5 4 7 2 6 5 6 4 4 8 3 8 2 2 5 2 7 4 7 4 6 4 7 3 6 5 7 2 6 5 5 4 1 6 3 7 5 5 3 6 6 4 8 2 7 4 6 4 6 3 4 3 5 6 4 8 2 6 6 6 2 8 4 6 5 6 3 7 3 2 7 4 8 5 6 3 7 4 8 4 6 5 6 6 3 10 3 1 7 2 7 6 4 6 6 5 7 5 5 8 3 9 4 8 3 3 7 3 5 5 6 8 4 6 5 8 3 8 4 6 7 4 7 2 5 7 2 8 2 10 5 5 5 5 8 6 5 5 8 3 8 2 3 9 3 4 6 5 7 5 8 3 7 6 5 4 7 5 6 7 6 3 6 3 6 6 5 6 3 6 8 4 7 4 8 4 6 4 6 8 3 4 3 5 7 8 6 5 8 4 7 6 6 7 5 7 5 7 4 5 6 6 4 6 7 7 7 7 6 7 8 5 8 6 8 5 5 4 6 2 9 6 6 6 8 4 9 6 7 7 7 9 7 6 8 2 8 7 9 1 7 7 6 8 5 9 7 7 7 6 8 9 4 8 9 5 2 6 9 8 7 6 10 7 7 8 7 9 8 8 7 10 9 3 7 4 7 9 8 7 7 8 8 10 6 7 8 9 7 8 9 6 5 3 11 7 8 8 7 8 8 8 8 9 6 7 9 8 9 6 8 3 6 7 7 12 7 9 6 8 6 11 9 7 8 9 10 10 6 9 5 8 4 10 9 8 11 9 8 8 8 10 9 8 9 9 9 8 3 12 7 5 9 8 8 10 8 9 10 8 9 9 12 9 9 13 9 7 11 6 13 13 12 11 14 10 12 14 11 12 11 12 14 10 14 6 13 5 11 12 13 11 14 11 11 13 12 11 12 14 12 11 14 10 7 10 8 15 14 20 13 15 18 14 17 16 15 16 19 14 19 14 17 4 11 12 18 15 20 14 21 21 19 22 15 19 20 19 18 23 18 17 9 17 12 20 19 20 17 20 35 36 30 36 43 32 34 39 39 44 55 31 27 49 61 55 53 52 20
339 12 8991109 4562 704 333 228 152 94 86 87 92 122 113 132 93 112 132 161 136 54 25 40 13 16 13 5 7 7 7 9 12 5 4 2 3 5 6 1 7 7 4 6 5 4 9 6 3 7 0 5 4 5 2 5 3 5 6 2 4 1 4 7 13 6 2 6 3 4 7 2 5 3 5 4 4 4 8 4 6 2 4 4 2 2 1 3 10 8 3 5 4 5 5 5 4 5 3 4 2 1 5 3 3 5 1 5 4 5 4 6 4 7 6 5 0 3 2 3 5 5 3 4 5 3 5 1 6 3 5 2 5 3 5 4 7 12 3 2 3 5 3 3 4 3 3 2 5 3 3 4 7 3 4 3 7 2 4 6 4 6 6 6 4 4 5 2 2 5 7 2 5 2 3 2 4 6 5 5 2 6 5 3 6 7 9 2 5 4 8 5 3 1 5 3 0 5 3 5 2 5 8 2 5 7 3 8 9 4 6 3 5 3 1 7 4 3 2 4 3 6 7 2 7 4 8 6 3 5 4 6 3 5 5 4 3 11 6 6 3 2 5 4 4 3 4 3 6 5 7 4 4 1 9 13 3 4 4 4 6 4 6 2 6 2 7 6 6 4 6 4 6 2 6 6 10 6 3 7 4 9 8 7 4 7 1 1 1 6 4 8 3 8 4 6 6 14 10 6 4 6 1 5 4 2 4 3 3 8 5 8 6 8 10 10 4 5 6 4 5 4 4 4
339 13 8996064 2733 559 176 78 24 24 30 19 24 17 18 24 23 14 24 43 30 23 9 17 24 2 1 1
339 14 8987605 5163 1331 238 170 107 87 87 89 75 87 80 71 54 75 78 94 88 59 76 75 91 71 70 51 58 65 54 36 30 36 53 38 63 39 25 26 17 35 47 34 42 26 32 36 35 31 37 36 45 31 30 11 35 22 30 29 44 71 44 36 30 45 58 73 49 57 74 107 101 46 63 100 93 100 104 130 211 234 98 58 38 48 38 40 46 44 40 27 35 64 43 39 75 57 47 30 21 7
339 15 8989679 4581 952 268 182 177 205 227 239 190 171 224 178 269 339 257 233 183 160 129 68 97 210 232 40 7 16 23 20 15 9 15 30 25 23 14 17 14 24 23 21 25 27 23 12 30 17 30 32 16 3
339 16 8998153 1446 175 94 42 56 33 2
339 17 8994189 5155 620 35 1 1
339 18 8993105 6095 761 39 1
339 19 8995419 4189 369 24
339 20 8996136 3560 293 12
340 1 8996172 3508 301 18 2
340 2 8993330 5689 866 102 13 1
340 3 8993671 5191 935 160 35 9
340 4 8994036 5390 518 45 5 3 3 1
340 5 8994624 4930 431 16
340 6 8996079 3663 248 11
340 7 8996258 3522 209 11 1
340 8 8997598 2259 142 2
341 1 8996096 3567 318 20
341 2 8994602 4881 471 30 9 1 4 1 1 1
341 3 8992153 6880 849 90 9 5 4 2 3 2 1 1 2
341 4 8995691 3839 415 40 10 3 1 1 0 1
341 5 8996244 3514 228 15
341 6 8997956 1942 96 7
341 7 8996893 2789 277 38 3 1
341 8 8990823 7226 1331 292 100 35 27 10 13 18 22 6 17 23 17 11 17 8 4 1
342 1 8992277 6141 1213 265 82 20 3
342 2 8991211 7409 1210 147 19 5
342 3 8996887 2868 218 17 3 4 3 0 0 0 1
342 4 8995707 4019 252 17 3 2 1
342 5 8997058 2766 169 8
342 6 8992919 6110 846 114 12
342 7 8996371 3320 301 9
342 8 8995628 4040 317 16
343 1 8989878 7971 1766 332 46 8
343 2 8991646 7067 1047 152 28 14 9 3 10 5 6 5 5 2 2
343 3 8995592 3853 480 65 9 2
343 4 8993844 5583 517 39 8 6 2 2
343 5 8996863 2984 150 4
343 6 8997860 2058 78 5
343 7 8996549 3150 287 13 2
343 8 8995748 3920 313 17 1 2
344 1 8995209 4300 449 43
344 2 8993869 5316 728 66 9 5 5 0 2 1
344 3 8994300 4961 597 84 32 15 5 5 1 1
344 4 8996341 3262 350 33 6 5 3 1
344 5 8996444 3166 352 37 2
344 6 8995495 4159 331 15 1
344 7 8997292 2550 145 13 1
344 8 8996808 2920 251 22
345 1 8995299 4263 403 33 3
345 2 8992896 6344 692 66 2 1
345 3 8996147 3318 340 80 39 29 27 14 5 0 2
345 4 8992593 6517 799 86 5 1
345 5 8995712 3911 355 22 0 1
345 6 8996023 3566 376 35 1
345 7 8996536 3207 244 12 2
345 8 8997445 2409 141 6
346 1 8992587 6665 691 55 3
346 2 8997875 2018 105 3
346 3 8991564 7111 1088 158 37 10 9 9 4 4 2 2 2 1
346 4 8993178 5681 972 138 22 5 5
346 5 8996386 3342 260 13
346 6 8998315 1618 68
346 7 8997503 2380 111 7
346 8 8995707 3830 432 26 5 1
347 1 8994071 4639 741 148 43 10 8 4 4 7 10 6 11 9 5 5 7 4 3 8 12 6 12 23 13 21 17 16 9 11 7 7 6 7 7 4 8 3 2 5 7 13 12 7 3 7 6 4 3
347 2 8989680 7836 1816 393 137 48 33 17 22 12 5 2
347 3 8996333 3261 352 37 11 6 0 1
347 4 8995211 4395 365 18 8 1 1 1 1
347 5 8997224 2597 174 6
347 6 8996675 3049 256 19 2
347 7 8994148 5330 480 42 1
347 8 8994757 4663 542 37 2
348 1 8992404 5831 1277 346 97 31 10 3 2
348 2 8994477 4844 556 73 16 14 7 8 1 2 2 1
348 3 8997317 2527 138 14 3 2
348 4 8995462 4073 397 49 6 2 8 2 1 1
348 5 8997590 2283 123 5
348 6 8997574 2289 133 5
348 7 8997594 2278 126 3
348 8 8996445 3322 225 8 1
349 1 8997133 2620 211 20 4 4 3 2 3 1
349 2 8992456 5826 1236 348 88 34 11 2
349 3 8993668 5386 785 100 20 11 12 9 6 2 1 1
349 4 8992898 6296 728 72 6 1
349 5 8996797 3034 165 5
349 6 8996778 2934 267 21 0 1
349 7 8992031 7038 823 98 10 1
349 8 8997172 2652 168 8 1
350 1 8994570 4810 549 57 4 5 4 1 0 1
350 2 8992219 6566 1015 139 28 11 9 5 4 3 2
350 3 8992537 6378 894 145 25 14 3 2 3
350 4 8992051 6886 947 92 11 1 3 6 4
350 5 8997803 2080 112 6
350 6 8995544 4073 369 15
350 7 8997288 2552 152 9
350 8 8995673 4034 281 12 1
351 1 8994603 4933 438 23 4
351 2 8992480 6484 860 90 20 14 10 8 14 7 3 3 1 4 2 1
351 3 8993934 5367 609 64 11 4 7 2 1 2
351 4 8994118 5113 673 76 11 3 5 1 1
351 5 8995188 4163 576 68 6
351 6 8994009 4938 843 159 39 11 1 1
351 7 8996646 3141 203 11
351 8 8997055 2778 159 9
352 1 8995549 4035 356 29 8 9 7 4 2 1 1
352 2 8996375 3336 265 20 2 2 1
352 3 8992012 6858 962 119 27 10 6 4 2 1
352 4 8995804 3814 321 33 9 4 5 5 3 1 2
352 5 8996237 3427 319 18
352 6 8994632 4892 445 30 2
352 7 8996350 3430 217 4
352 8 8995731 3728 483 52 7
353 1 8988893 8777 1709 369 107 56 23 13 14 10 7 8 6 6 1 1 1
353 2 8992807 6225 860 90 9 4 4 2
353 3 8991250 7311 1234 151 35 6 8 3 3
353 4 8993345 5677 795 119 28 11 10 5 8 2 1
353 5 8995618 4069 305 9
353 6 8996213 3561 213 13 1
353 7 8998281 1663 56 1
353 8 8998083 1835 83
354 1 8993957 5220 682 104 22 7 6 2 1
354 2 8995769 3802 383 37 3 1 1 1 4
354 3 8994369 5009 516 47 14 12 8 8 4 6 3 3 2
354 4 8994580 4705 589 84 17 14 5 4 2 1
354 5 8996119 3464 369 44 5
354 6 8998425 1507 69
354 7 8993655 5591 685 62 8
354 8 8997538 2345 116 2
355 1 8996504 3082 346 44 10 9 1 3 2
355 2 8996616 3029 309 26 7 4 8 2
355 3 8995025 4553 386 29 7 1
355 4 8994922 4487 503 49 13 4 11 6 2 2 2
355 5 8994909 4682 367 40 3
355 6 8993599 5474 783 126 12 6 1
355 7 8998157 1778 66
355 8 8998213 1696 88 4
356 1 8990941 7196 1416 321 88 20 11 5 2 0 1
356 2 8993248 5632 869 160 31 14 17 9 7 5 5 3 0 1
356 3 8994162 5294 497 32 7 6 2 1
356 4 8993686 5271 892 136 16
356 5 8998023 1879 97 2
356 6 8997687 2178 134 2
356 7 8996189 3533 262 17
356 8 8996119 3636 238 8
357 1 8994152 4793 852 158 34 7 3 2
357 2 8995018 4329 557 81 7 7 1 0 1
357 3 8995690 3949 329 22 5 2 2 1 0 1
357 4 8995900 3704 364 31 2
357 5 8994357 5085 517 39 3
357 6 8997115 2740 141 5
357 7 8997359 2511 125 6
357 8 8992834 6254 812 97 4
358 1 8993831 5262 678 109 46 29 20 12 10 2 1 0 1
358 2 8992720 6250 841 135 25 14 4 10 1 0 1
358 3 8995335 4188 421 51 6
358 4 8996361 3347 272 20 1
358 5 8996951 2855 187 8
358 6 8991481 7072 1202 207 31 6 2
358 7 8996759 3018 209 15
358 8 8997572 2320 104 5
359 1 8991849 6870 1040 168 47 13 5 5 4
359 2 8991875 7027 923 117 15 14 10 13 4 1 2
359 3 8996370 3295 311 19 4 1 1
359 4 8993260 6092 598 47 4
359 5 8993110 5960 844 81 5 1
359 6 8997139 2709 149 4
359 7 8994162 5233 565 40 1
359 8 8996631 3112 244 12 2
360 1 8997624 2216 151 9 1
360 2 8996277 3400 303 20 1
360 3 8996007 3528 416 43 6 1
360 4 8997615 2232 143 11
360 5 8994798 4492 627 70 11 3
361 1 8996431 3220 325 24 1
361 2 8995939 3761 286 14 1
361 3 8997269 2537 184 11
361 4 8996786 2998 207 9 1
361 5 8993749 5624 563 59 6
362 1 8992158 6860 879 97 7
362 2 8997290 2540 158 12 0 1
362 3 8996077 3620 290 14
362 4 8997268 2543 179 11
362 5 8998323 1620 58
363 1 8998004 1888 104 4 1
363 2 8997655 2185 150 11
363 3 8995946 3681 348 25 1
363 4 8995648 3938 381 29 5
363 5 8995653 3985 332 26 4 1
364 1 8996550 3151 273 25 2
364 2 8995650 4005 321 25
364 3 8994846 4557 516 72 8 2
364 4 8995006 4560 399 29 3 4
364 5 8995745 3907 318 30 1
365 1 8997827 2066 104 4
365 2 8996900 2906 186 8 1
365 3 8995917 3738 322 23 1
365 4 8997004 2753 224 11 6 2 1
365 5 8996730 3045 215 9 2
366 1 8995479 4151 344 27
366 2 8997177 2629 181 14
366 3 8997993 1910 91 7
366 4 8993109 5781 900 155 42 10 4
366 5 8998109 1827 65
367 1 8995440 4114 417 27 3
367 2 8994578 4971 425 26 1
367 3 8996618 3147 222 12 2
367 4 8989971 7300 1901 531 150 65 31 31 15 4 1 1
367 5 8997892 1971 131 7
368 1 8997670 2186 136 9
368 2 8997419 2447 129 6
368 3 8996327 3473 190 10 1
368 4 8996327 3391 268 15
